group_id,program_code,req_category,item_type,course_code,min_credits,max_credits,department_id,min_cgpa,notes
91,SCMAJNME,ENROLMENT,COURSE,MDSA13H3,,,,,"Enrolment in the program is limited and admission is by competitive application. Please refer to the UTSC Registrar’s Office for enrolment timelines. Students must have completed MDSA10H3 and MDSA13H3 and have a minimum cumulative GPA of 2.0 to apply. Students must request admission to the program through ACORN and submit a Supplementary Application Form to the Department that includes an unofficial copy of their academic record, a personal statement of interest, and links (if any) to work published online. Students are strongly advised to meet with the Program Manager during their first year, and before preparing an application for admission. Students may be required to attend an interview with the Program Manager before an admission decision is made. All applicants will be notified through ACORN in early June."
92,SCMAJ1030B,ENROLMENT,COURSE,BIOA11H3,,,,,"Students apply to the Major Program in Biology after completing a minimum of 4.0 full credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
93,SCMAJ1030B,ENROLMENT,COURSE,BIOA12H3,,,,,"Students apply to the Major Program in Biology after completing a minimum of 4.0 full credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
94,SCMAJ1030B,ENROLMENT,COURSE,MATA02H3,,,,,"Students apply to the Major Program in Biology after completing a minimum of 4.0 full credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
95,SCMAJ1688,ENROLMENT,COURSE,CSCA08H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
96,SCMAJ1688,ENROLMENT,COURSE,CSCA48H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
97,SCMAJ1688,ENROLMENT,COURSE,CSCA67H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
98,SCMAJ1688,ENROLMENT,COURSE,MATA22H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
99,SCMAJ1688,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
100,SCMAJ1688,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA48H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
101,SCMAJ1688,ENROLMENT,COURSE,CSCA48H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
102,SCMAJ1688,ENROLMENT,COURSE,CSCA67H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
103,SCMAJ1688,ENROLMENT,COURSE,MATA22H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
104,SCMAJ1688,ENROLMENT,COURSE,MATA37H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.5 over the following courses: CSCA48H3, CSCA67H3, MATA22H3, and MATA37H3;"
105,SCMAJ1688,ENROLMENT,COURSE,CSCA48H3,,,,,b. A final grade of at least B in CSCA48H3; and
106,SCMAJ1688,ENROLMENT,COURSE,CSCA67H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
107,SCMAJ1688,ENROLMENT,COURSE,MATA22H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
108,SCMAJ1688,ENROLMENT,COURSE,MATA37H3,,,,,"c. A final grade of at least C- in two of the following: CSCA67H3, MATA22H3, and MATA37H3."
109,SCMAJ1688,ENROLMENT,COURSE,MATA31H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Major POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
110,SCMAJ1688,ENROLMENT,COURSE,CSCA67H3,,,,,"Students that have not been admitted to a UTSC Year 1 CMS admissions category (Computer Science, Mathematics, or Statistics) must achieve a final grade of at least A- in both MATA31H3 and CSCA67H3 the first time they complete these courses in order to be eligible to apply for a CS Major POSt. This is a strict requirement. Admission will be based on academic performance in the required A-level courses, identified above. The admission requirements change each year depending on available spaces and the pool of eligible applicants, and students are cautioned that there is no guarantee of admission; as such, students are strongly advised to plan to enroll in backup programs."
111,SCMAJ1150,ENROLMENT,COURSE,BIOA11H3,,,,,"Students apply to the Major Program in Conservation and Biodiversity after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
112,SCMAJ1150,ENROLMENT,COURSE,BIOA12H3,,,,,"Students apply to the Major Program in Conservation and Biodiversity after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
113,SCMAJ1150,ENROLMENT,COURSE,MATA02H3,,,,,"Students apply to the Major Program in Conservation and Biodiversity after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
114,SCMAJ0133,ENROLMENT,COURSE,MGEA02H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
115,SCMAJ0133,ENROLMENT,COURSE,MGEA06H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
116,SCMAJ0133,ENROLMENT,COURSE,MATA34H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
117,SCMAJ0133,ENROLMENT,COURSE,MATA29H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
118,SCMAJ0133,ENROLMENT,COURSE,MATA30H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
119,SCMAJ0133,ENROLMENT,COURSE,MATA31H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
120,SCMAJ0133,ENROLMENT,COURSE,MATA32H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
121,SCMAJ0133,ENROLMENT,COURSE,MATA33H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
122,SCMAJ0133,ENROLMENT,COURSE,MATA35H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
123,SCMAJ0133,ENROLMENT,COURSE,MATA36H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
124,SCMAJ0133,ENROLMENT,COURSE,MATA37H3,,,,,"Enrolment in this Program is limited. Students must have completed a minimum of 4.0 credits, including MGEA02H3, MGEA06H3, and MATA34H3 or [[MATA29H3 or MATA30H3 or MATA31H3 or MATA32H3] and [MATA33H3 or MATA35H3 or MATA36H3 or MATA37H3]]. Decisions are made by the Academic Director, on the basis of the Cumulative Grade Point Average (CGPA)."
125,SCMAJ0133,ENROLMENT,MIN_CREDITS_DEPT,,10.0,,,,"Students may apply until they have completed up to 10.0 credits, and admission will be on the basis of all grades received. Students who have completed more than 10.0 credits will not be considered for admission to the Program."
126,SCMAJ0215,ENROLMENT,COURSE,BIOA11H3,,,,,"Students apply to the Major Program in Human Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
127,SCMAJ0215,ENROLMENT,COURSE,BIOA12H3,,,,,"Students apply to the Major Program in Human Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
128,SCMAJ0215,ENROLMENT,COURSE,MATA02H3,,,,,"Students apply to the Major Program in Human Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
129,SCMAJ1165,ENROLMENT,COURSE,CSCA08H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
130,SCMAJ1165,ENROLMENT,COURSE,CSCA67H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
131,SCMAJ1165,ENROLMENT,COURSE,MATA22H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
132,SCMAJ1165,ENROLMENT,COURSE,MATA31H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
133,SCMAJ1165,ENROLMENT,COURSE,MATA37H3,,,,,"Students must have passed the following CSC and MAT courses: CSCA08H3, CSCA67H3, MATA22H3, MATA31H3, and MATA37H3."
134,SCMAJ1165,ENROLMENT,COURSE,MATA67H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.0 over the following courses: CSC/MATA67H3, MATA22H3, and MATA37H3; and"
135,SCMAJ1165,ENROLMENT,COURSE,MATA22H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.0 over the following courses: CSC/MATA67H3, MATA22H3, and MATA37H3; and"
136,SCMAJ1165,ENROLMENT,COURSE,MATA37H3,,,,,"a. A cumulative grade point average (CGPA) of at least 2.0 over the following courses: CSC/MATA67H3, MATA22H3, and MATA37H3; and"
137,SCMAJ1165,ENROLMENT,COURSE,MATA67H3,,,,,"b. A final grade of at least B in one of the following: CSC/MATA67H3, MATA22H3, and MATA37H3."
138,SCMAJ1165,ENROLMENT,COURSE,MATA22H3,,,,,"b. A final grade of at least B in one of the following: CSC/MATA67H3, MATA22H3, and MATA37H3."
139,SCMAJ1165,ENROLMENT,COURSE,MATA37H3,,,,,"b. A final grade of at least B in one of the following: CSC/MATA67H3, MATA22H3, and MATA37H3."
140,SCMAJ0220,ENROLMENT,COURSE,BIOA11H3,,,,,"Students apply to the Major Program in Molecular Biology, Immunology and Disease after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
141,SCMAJ0220,ENROLMENT,COURSE,BIOA12H3,,,,,"Students apply to the Major Program in Molecular Biology, Immunology and Disease after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
142,SCMAJ0220,ENROLMENT,COURSE,MATA02H3,,,,,"Students apply to the Major Program in Molecular Biology, Immunology and Disease after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted on the basis of academic performance."
143,SCMAJ1060,ENROLMENT,COURSE,BIOA11H3,,,,,"Students apply to the Major Program in Plant Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted based on academic performance."
144,SCMAJ1060,ENROLMENT,COURSE,BIOA12H3,,,,,"Students apply to the Major Program in Plant Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted based on academic performance."
145,SCMAJ1060,ENROLMENT,COURSE,MATA02H3,,,,,"Students apply to the Major Program in Plant Biology after completing a minimum of 4.0 credits, including 1.0 credit in Biology (excluding BIOA11H3, BIOA12H3), 1.0 credit in Chemistry, and 0.5 credit in Mathematics (excluding MATA02H3) or Statistics. Students are admitted based on academic performance."
146,SCMAJ1013,ENROLMENT,MIN_CGPA,,,,,65.0,"Enrolment in the Major program is limited. Students will normally apply to enter the program after completing 4.0 or 5.0 credits including SOCA05H3. Decisions are made on program admissions only twice a year, in May and in August, and are based on student requests submitted to the Office of the Registrar through ACORN. Admission will require a final grade of 65% or higher in SOCA05H3 (or a final grade of 65% or higher in SOCA03Y3, or a CGPA of 65% or higher in SOCA01H3 and SOCA02H3). For students applying after completing 8.0 to 10.0 credits, admission will be on the basis of SOC courses completed, or on overall CGPA for those students who have not completed any SOC courses."
147,SCMAJ1013,ENROLMENT,COURSE,SOCA05H3,,,,,"Enrolment in the Major program is limited. Students will normally apply to enter the program after completing 4.0 or 5.0 credits including SOCA05H3. Decisions are made on program admissions only twice a year, in May and in August, and are based on student requests submitted to the Office of the Registrar through ACORN. Admission will require a final grade of 65% or higher in SOCA05H3 (or a final grade of 65% or higher in SOCA03Y3, or a CGPA of 65% or higher in SOCA01H3 and SOCA02H3). For students applying after completing 8.0 to 10.0 credits, admission will be on the basis of SOC courses completed, or on overall CGPA for those students who have not completed any SOC courses."
148,SCMAJ1013,ENROLMENT,COURSE,SOCA03Y3,,,,,"Enrolment in the Major program is limited. Students will normally apply to enter the program after completing 4.0 or 5.0 credits including SOCA05H3. Decisions are made on program admissions only twice a year, in May and in August, and are based on student requests submitted to the Office of the Registrar through ACORN. Admission will require a final grade of 65% or higher in SOCA05H3 (or a final grade of 65% or higher in SOCA03Y3, or a CGPA of 65% or higher in SOCA01H3 and SOCA02H3). For students applying after completing 8.0 to 10.0 credits, admission will be on the basis of SOC courses completed, or on overall CGPA for those students who have not completed any SOC courses."
